Estimulo,C1,C2,C3,C4,C5
0,"26624412.724586,512890602.332236,26.490245,149.149218","10779483.35669,360684008.922529,27.278755,124.857641","14964651.481249,407572634.656681,27.151935,133.118949","16667730.713128,365539810.994771,26.703193,125.614522","16204724.110204,397034459.633489,26.748367,130.722382"
0,"26624412.765978,512890612.99026,26.490245,149.14922","10779483.373763,360684018.48174,27.278755,124.857643","14964652.519875,407572650.673861,27.151935,133.118952","16667732.30621,365539865.262687,26.703195,125.614534","16204725.692299,397034513.100455,26.748369,130.722394"
0,"26624420.158457,512890916.055787,26.490244,149.149262","10779494.134913,360684454.872251,27.278752,124.857715","14964721.865744,407573824.361885,27.151962,133.119215","16667735.781478,365539920.126147,26.703197,125.614549","16204729.912376,397034621.902259,26.74837,130.722415"
0,"26624498.632354,512892951.217907,26.490228,149.14951","10779546.227175,360686870.289428,27.278715,124.858059","14965771.269155,407588715.550872,27.151825,133.121293","16667797.419375,365542003.596868,26.703199,125.614912","16204788.702304,397037330.935971,26.748371,130.722861"
0,"26624796.950328,512903645.839535,26.490354,149.15125","10779591.876215,360687319.378922,27.278724,124.85817","14965900.531893,407590980.702808,27.151829,133.121711","16667912.522011,365544118.577849,26.703172,125.615211","16204869.190585,397040633.074437,26.748342,130.723331"
0,"26624931.201184,512906811.703,26.490321,149.151652","10779699.084297,360688662.355722,27.278702,124.858372","14965970.487976,407591585.800604,27.15183,133.121828","16667939.98338,365544706.131428,26.703212,125.615413","16207366.823809,397240014.398656,26.748185,130.754537"
0,"26624987.447071,512907893.178337,26.490319,149.151788","10779817.388747,360689772.498224,27.278696,124.858553","14966503.913914,407594717.979763,27.151791,133.122335","16668000.345698,365545249.829557,26.703204,125.615494","16207814.689984,397253261.811498,26.748786,130.75807"
0,"26625001.538779,512908324.386932,26.490317,149.151839","10779855.094929,360690172.18697,27.278691,124.858613","14966743.860848,407598680.351013,27.151711,133.122854","16668222.379596,365546378.834477,26.703178,125.615675","16208135.898049,397254568.457179,26.748753,130.758282"
0,"26625001.735508,512908328.084737,26.490317,149.15184","10779855.366422,360690175.152019,27.278691,124.858614","14966744.043025,407598685.317672,27.151711,133.122855","16668222.529519,365546387.004703,26.703178,125.615677","16208136.033662,397254577.407509,26.748753,130.758283"
0,"26625001.86682,512908330.932746,26.490317,149.15184","10779855.480969,360690178.111719,27.278691,124.858615","14966744.088098,407598690.552883,27.151711,133.122856","16668222.637344,365546390.896516,26.703178,125.615678","16208136.148594,397254581.258449,26.748754,130.758284"
